name,photo,review_count,description,rating,latitude,longitude,transactions,price,address,city,zip,country,state,phone,yelp_id
Pixiu Mala Hongtang,https://s3-media1.fl.yelpcdn.com/bphoto/XZBrSm4ryIknEy2MTI43ZQ/o.jpg,92,Chinese,4.5,34.06635754,-118.3096243,,$$,425 S Western Ave,Los Angeles,90020,US,CA,+12133409429,0IeIzElSBK1XJVqtzFvRlA
Young King,https://s3-media3.fl.yelpcdn.com/bphoto/uARkTwvVk0t-TCH0UVwHAQ/o.jpg,645,Chinese,4,34.05244471,-118.3033384,"[""delivery""]",$$,3100 W Olympic Blvd,Los Angeles,90006,US,CA,+12134876154,nxOmiITLYE3AdEqrSZIRDg
Warrior Event Space,https://s3-media3.fl.yelpcdn.com/bphoto/0oljEy2T7538A1S1l6--kg/o.jpg,240,Chinese,4.5,34.090877,-118.3860492,,$$,8909 Sunset Blvd,West Hollywood,90069,US,CA,+13109990403,39XhySXtu-4Oe4XjBGy4vA
Pearl River Deli,https://s3-media1.fl.yelpcdn.com/bphoto/2FcziUih0EigPQMVDJOYEw/o.jpg,280,Chinese,4.5,34.06520962,-118.2381254,"[""pickup""]",$$,935 Mei Ling Way,Los Angeles,90012,US,CA,+12133725485,Mywk3nUsqPvmzJiEOw4XYw
Capital Seafood Beverly Hills,https://s3-media3.fl.yelpcdn.com/bphoto/LcuUdZ8Ln7KxWRHIP4F-hA/o.jpg,344,Chinese,4,34.0669,-118.37592,"[""pickup""]",$$,50 N La Cienega Blvd,Beverly Hills,90211,US,CA,+13108551234,CMp0w5cySb4n4XxgmoFdZQ
Kingdom Dim Sum,https://s3-media1.fl.yelpcdn.com/bphoto/dDbthq31_iJUwt7ofS8yZQ/o.jpg,44,Chinese,4.5,34.10256,-118.308754,"[""pickup""]",,5445 Hollywood Blvd,Los Angeles,90027,US,CA,+13233786191,sw6oI8DqMt1tAhE-1aecdQ
Wokcano,https://s3-media3.fl.yelpcdn.com/bphoto/wIIwbvENlNziIYk5WXCm_A/o.jpg,572,Chinese,3.5,34.09746,-118.36513,"[""pickup""]",$$,8000 W Sunset Blvd,Los Angeles,90046,US,CA,+13234509037,HPF9Qq-eHyrlLI3GcItQag
Jin China Bistro,https://s3-media2.fl.yelpcdn.com/bphoto/JB-IUyYX0pFOppeiAD3R0A/o.jpg,152,Chinese,4.5,34.0502959,-118.2428859,"[""pickup""]",$$,123 Astronaut Ellison S Onizuka St,Los Angeles,90012,US,CA,+12136201717,7exoIECl15_Dxqev9HCOBQ
Full Moon House,https://s3-media4.fl.yelpcdn.com/bphoto/SofvP6r434v1w_v-UsmI3g/o.jpg,462,Chinese,4,34.06603994,-118.2376204,"[""pickup""]",$$,960 N Hill St,Los Angeles,90012,US,CA,+12135370792,bJeMe365G76fcnFqBHxppg
Little Wang Kung,https://s3-media3.fl.yelpcdn.com/bphoto/LQt91TKScS5XbVnWJq8efA/o.jpg,96,Chinese,4,34.06018568,-118.2845626,"[""delivery""]",$,691 S Hoover St,Los Angeles,90005,US,CA,+12134873749,Tp-_MRF7EY64ryE-_jUFFQ
Chinatown Express,https://s3-media1.fl.yelpcdn.com/bphoto/ycbjUneWmmmq1XHFfyvzng/o.jpg,108,Chinese,4.5,34.076665,-118.300666,"[""pickup""]",$,4201 Beverly Blvd,Los Angeles,90004,US,CA,+13234867565,VBJD0FVv5gxyYltvnwi5qQ
Asian Fusion,https://s3-media1.fl.yelpcdn.com/bphoto/zDIGTxtO5Ni5hTmUAlCIYQ/o.jpg,389,Chinese,4,34.0485068,-118.3854659,"[""pickup""]",$$,1710 S Robertson Blvd,Los Angeles,90035,US,CA,+14242988247,OFIAeSeO-LHmZMN5sh3pXw
Long's Family Pastry,https://s3-media2.fl.yelpcdn.com/bphoto/zdfc5MgKsgS_0IvPfpqmfA/o.jpg,392,Chinese,4,34.0603609,-118.2378286,"[""pickup""]",$,715 N Spring St,Los Angeles,90012,US,CA,+12136225255,i1Dhxjfx6N-K47A6PZ0zow
Kyodong Noodles,https://s3-media4.fl.yelpcdn.com/bphoto/jTKXiDTaD1HokKzOTBmoiA/o.jpg,138,Chinese,3.5,34.0626977,-118.3096198,"[""pickup""]",$$,621 S Western Ave,Los Angeles,90005,US,CA,+12133800664,pwX0Cg8jZyluvyPgqwCw4A
Zen Mei Bistro,https://s3-media2.fl.yelpcdn.com/bphoto/8POhUYIBgj3tJWPYtMp74A/o.jpg,195,Chinese,4.5,34.06335,-118.24046,"[""delivery""]",$,800 Yale St,Los Angeles,90012,US,CA,+12136267113,YOweM9fyWC4nFvpR_lytlA
Little China,https://s3-media2.fl.yelpcdn.com/bphoto/apJ_RQF7rZ5YaS7QwDNJ0w/o.jpg,39,Chinese,4,34.052698,-118.3183179,,,3636 W Olympic Blvd,Los Angeles,90019,US,CA,+13237301890,-RB75P7rg6Jyp8ZMegSmCA
Queen Violet WeHo,https://s3-media2.fl.yelpcdn.com/bphoto/V9GgOKlIpeAG2RHDzF-BLA/o.jpg,295,Chinese,4,34.0890893,-118.3777347,"[""pickup""]",$$,8543 Santa Monica Blvd,West Hollywood,90069,US,CA,+14247770357,WB_7Uw0qrmeJLsRPpZWmnw
Guisados,https://s3-media1.fl.yelpcdn.com/bphoto/JqGxcZ8L2TmRLYRNf59G_g/o.jpg,2397,Mexican,4.5,34.07023951,-118.2504484,"[""pickup""]",$$,1261 W Sunset Blvd,Los Angeles,90026,US,CA,+12132507600,BDRVlHnK4l0T0ANb7M-Eqg
Toca Madera - Los Angeles,https://s3-media3.fl.yelpcdn.com/bphoto/VhKhpEeBitIQJC20K80UVA/o.jpg,3022,Mexican,4,34.073059,-118.3749338,"[""delivery""]",$$$,8450 W 3rd St,Los Angeles,90048,US,CA,+13238529400,LNb-ElJwKIXS6Lx5xdRB1Q
Holbox,https://s3-media1.fl.yelpcdn.com/bphoto/McBflvxephYn8tSRrtwUhQ/o.jpg,812,Mexican,5,34.01741823,-118.2784318,"[""pickup""]",$$,3655 S Grand Ave,Los Angeles,90007,US,CA,+12139869972,-5TFq3V--bffJGW000YuGQ
El Paseo Inn,https://s3-media1.fl.yelpcdn.com/bphoto/D-v-9TKDjB743rLgSPJZEA/o.jpg,1587,Mexican,4,34.05748236,-118.2377401,"[""delivery""]",$$,11 E Olvera St,Los Angeles,90012,US,CA,+12136261361,4Ttfvrc3S3xW1sxHF-oFPg
Benny's Tacos & Rotisserie Chicken in Westchester,https://s3-media2.fl.yelpcdn.com/bphoto/m2gNJH8GaINEr18GqRXBLg/o.jpg,3269,Mexican,4.5,33.95998,-118.41685,"[""pickup""]",$$,7101 W Manchester Ave,Los Angeles,90045,US,CA,+13106708226,uA3TautyZ7bby0w8Scwufg
Guisados DTLA,https://s3-media3.fl.yelpcdn.com/bphoto/y85JlPT7EGbOj_z5zRflXg/o.jpg,2065,Mexican,4.5,34.0465306,-118.2506799,"[""pickup""]",$,541 S Spring St,Los Angeles,90013,US,CA,+12136277656,VqG_rccDoUXreiaHH0DEUA
Leo's Tacos Truck,https://s3-media1.fl.yelpcdn.com/bphoto/ca0rQts_zpHQRqq4I1jBaA/o.jpg,2296,Mexican,4.5,34.046438,-118.345718,"[""delivery""]",$,1515 S La Brea Ave,Los Angeles,90019,US,CA,+13233462001,QKovUc1TmSNtZh0j5ZEagw
Guelaguetza Restaurante,https://s3-media1.fl.yelpcdn.com/bphoto/36frnku5tXrNezug0O5eXA/o.jpg,2762,Mexican,4,34.05241,-118.30071,"[""pickup""]",$$,3014 W Olympic Blvd,Los Angeles,90006,US,CA,+12134270608,IzRINfSLBr6k_dq1e2WNew
Sugar Taco,https://s3-media3.fl.yelpcdn.com/bphoto/PLq9ENEorPdPnACvkw3Agg/o.jpg,1046,Mexican,4.5,34.08370683,-118.3478443,"[""pickup""]",$$,7257 Melrose Ave,Los Angeles,90046,US,CA,+13105268004,DoyIC0ElqglrlHBKDxXOwg
Pez Cantina,https://s3-media4.fl.yelpcdn.com/bphoto/aMAmgIEMcUxEgGBBZqNlOg/o.jpg,1196,Mexican,4,34.051487,-118.2532958,"[""pickup""]",$$,401 S Grand Ave,Los Angeles,90071,US,CA,+12132582280,hIythZZ3mpPwwhSJkUuJQQ
Yxta Cocina Mexicana,https://s3-media1.fl.yelpcdn.com/bphoto/zAEqMypRSrcSDuFITRVCAA/o.jpg,1249,Mexican,4,34.03908028,-118.2404277,"[""pickup""]",$$,601 S Central Ave,Los Angeles,90021,US,CA,+12135965579,b1CxnE2kErynRw9PQ8G_9Q
Taqueria Los Anaya,https://s3-media2.fl.yelpcdn.com/bphoto/4zjN9DxYWCrMY1xDbshR4Q/o.jpg,1453,Mexican,4.5,34.0327911,-118.3417282,"[""delivery""]",$$,4651 W Adams Blvd,Los Angeles,90016,US,CA,+13237314070,6Dd4kTDiikEB3wQp___0fA
Chichen Itza Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/xAOhzSK_4YlKo--48ElC-w/o.jpg,1391,Mexican,4.5,34.017358,-118.278406,"[""pickup""]",$$,3655 S Grand Ave,Los Angeles,90007,US,CA,+12137411075,vC_6J_nGyf4J8xt-Vu6Shw
Mamá Por Dios,https://s3-media1.fl.yelpcdn.com/bphoto/t9y0Ws_oMWQvQQAN-kEgRA/o.jpg,1740,Mexican,4,34.073437,-118.382488,"[""delivery""]",$$,8722 W 3rd St,Los Angeles,90048,US,CA,+14242843052,T_Hiq_zgUz3C3Rlj843ZAw
Mercado,https://s3-media4.fl.yelpcdn.com/bphoto/p1DGUGfmtXlZ9WYdG470oA/o.jpg,1332,Mexican,4,34.0715151,-118.3622707,"[""pickup""]",$$$,7910 W 3rd St,Los Angeles,90048,US,CA,+13239440947,phMPgmi6-yh3Qs_PRbTT1g
Mercado Hollywood,https://s3-media4.fl.yelpcdn.com/bphoto/OCeK3eNZecAPgKDPwbXVWg/o.jpg,824,Mexican,4.5,34.13166,-118.35262,"[""pickup""]",$$$,3413 Cahuenga Blvd W,Los Angeles,90068,US,CA,+13235122500,bKeJWK8yxAo0x5y_0kGyVA
The Grain Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/z7NWvGIuXMHj1o2IL1qSfA/o.jpg,1108,Mexican,4.5,34.04762,-118.32758,"[""pickup""]",$$,4222 W Pico Blvd,Los Angeles,90019,US,CA,+13239314034,iD-G9bACYgkBWOq_IAGVVA
Hermanito,https://s3-media1.fl.yelpcdn.com/bphoto/5vyBgJqt0sxlenS3iBF3wA/o.jpg,597,Mexican,4.5,34.04048617,-118.4429078,"[""delivery""]",$$$,2024 Sawtelle Blvd,Los Angeles,90025,US,CA,+14243882585,VqxDHnbjfwwJXON7ERabOw
Gracias Madre - West Hollywood,https://s3-media4.fl.yelpcdn.com/bphoto/rm7dBf-KDF596F6iWAO6TQ/o.jpg,4930,Mexican,4,34.08079511,-118.386972,"[""pickup""]",$$,8905 Melrose Ave,West Hollywood,90069,US,CA,+13239782170,EWbbiUBkGzCYrEoOF05HzA
Tlayuda L.A. Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/g0x_XhpiHjOeVWETk9Oc3A/o.jpg,850,Mexican,4.5,34.0906351,-118.307928,"[""pickup""]",$$,5450 Santa Monica Blvd,Los Angeles,90029,US,CA,+13239635045,Lop79P2KM9zFUCCaBYz6zA
Guisados,https://s3-media3.fl.yelpcdn.com/bphoto/I49Z9N-WOs07YQUcl5gpZg/o.jpg,2648,Mexican,4.5,34.04812,-118.21147,"[""pickup""]",$$,2100 East Cesar E Chavez Ave,Los Angeles,90033,US,CA,+13232647201,qpcH_Fub586U2kw_pQJS3w
Guerrilla Tacos,https://s3-media1.fl.yelpcdn.com/bphoto/XpT4_U10bzB27ut8893meA/o.jpg,1122,Mexican,4,34.03445579,-118.2321303,"[""delivery""]",$$,2000 E 7th St,Los Angeles,90021,US,CA,+12133753300,SNlf3YpKkDG-e4R9jkwLhA
Somos Oaxaca,https://s3-media3.fl.yelpcdn.com/bphoto/lEIFZOmRcDAxUbO9y26Adw/o.jpg,82,Mexican,4.5,34.04333,-118.31965,"[""delivery""]",$$,3224 Venice Blvd,Los Angeles,90019,US,CA,+13239980339,NJ5zXTQzIlkG-EhDwqMaIQ
Mezcalero,https://s3-media1.fl.yelpcdn.com/bphoto/c_fpzTeWyn-tk9flxtomYQ/o.jpg,669,Mexican,4,34.04751,-118.25072,"[""delivery""]",$$,510 S Broadway,Los Angeles,90013,US,CA,+12136283337,yyTLKAplUF89xydeB2bZWQ
Quiadaiyn Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/NCdQfTmCx-Bwf0qs6wdadA/o.jpg,362,Mexican,4.5,34.003606,-118.4329843,"[""pickup""]",$$,12326 Venice Blvd,Los Angeles,90066,US,CA,+13103137654,6ZUvXgNrDiJ5vHDRXdshpA
Ka'teen,https://s3-media2.fl.yelpcdn.com/bphoto/LYXELgjRFE7ByMhEWiDNDQ/o.jpg,512,Mexican,4,34.09948,-118.33167,"[""delivery""]",,6516 Selma Ave,Los Angeles,90028,US,CA,+13234106360,dnYh7aAv1O5RwseWGdLOKQ
Mirate,https://s3-media1.fl.yelpcdn.com/bphoto/eTgtZFV3dInYkJphunu4iw/o.jpg,286,Mexican,4,34.102201,-118.291466,"[""delivery""]",,1712 N Vermont Ave,Los Angeles,90027,US,CA,+13236497937,fLs0ykxe4Iw1_3htMWqcTQ
Sonoratown,https://s3-media3.fl.yelpcdn.com/bphoto/OQ6IV1KElEvxlQ1kv1He1Q/o.jpg,1779,Mexican,4.5,34.041648,-118.252245,"[""pickup""]",$$,208 E 8th St,Los Angeles,90014,US,CA,+12132225071,Ti2Ksp2oPj6rpdp2tQcaVA
Mex Peru Gipsy,https://s3-media1.fl.yelpcdn.com/bphoto/_XRM04RXlzNcj25F5bvpNQ/o.jpg,1546,Mexican,5,34.03518711,-118.2559254,"[""pickup""]",$$,414 E 12th St,Los Angeles,90015,US,CA,+12137481773,beA_DlDpij8O9xK2B-NjEA
La Numero Uno,https://s3-media4.fl.yelpcdn.com/bphoto/QLgk_KIwzOx_UMFmHEb7cg/o.jpg,512,Mexican,4.5,34.0938088,-118.3268092,"[""pickup""]",$$,1247 Vine St,Los Angeles,90038,US,CA,+13239571111,f2V2OzCi0eNe9I-XnJOuwg
Te'Kila,https://s3-media3.fl.yelpcdn.com/bphoto/qOUu4vWhAjBGcWfSufhpeg/o.jpg,1186,Mexican,4,34.101795,-118.3323928,"[""pickup""]",$$,6541 Hollywood Blvd,Los Angeles,90028,US,CA,+13239602404,kr9RZATtNwJznY9TaMexUA
LA Cha Cha Chá,https://s3-media1.fl.yelpcdn.com/bphoto/GDIhQTC9eELE2ibY4BxtAA/o.jpg,608,Mexican,4,34.04558,-118.2357,"[""pickup""]",$$$,812 E 3rd St,Los Angeles,90013,US,CA,,UUL3cdDeCA0gZIa8lBO1zg
Sonoritas Prime Tacos,https://s3-media2.fl.yelpcdn.com/bphoto/VH_w93WSWOIRAFrEqStf-Q/o.jpg,1794,Mexican,4,34.04093,-118.44328,"[""pickup""]",$$,2004 Sawtelle Blvd,Los Angeles,90025,US,CA,+13104449100,9oQnnXSTo8i2TliFPktxLg
Cascabel,https://s3-media1.fl.yelpcdn.com/bphoto/IZjVCmwPLSn28i03rjTd7w/o.jpg,1054,Mexican,4,34.15258,-118.36437,"[""delivery""]",$$,10717 Riverside Dr,Los Angeles,91602,US,CA,+18189274210,cz_0AmDhRH7T_iRvvx0THg
Damian,https://s3-media1.fl.yelpcdn.com/bphoto/D2qL4Tz1lTbxAXchHnBYOA/o.jpg,296,Mexican,4,34.03357583,-118.2290948,"[""delivery""]",$$$$,2132 E 7th Pl,Los Angeles,90021,US,CA,+12132700178,n8cs5yUAG6XVn52eMChCNw
Mariscos Jalisco,https://s3-media2.fl.yelpcdn.com/bphoto/I-bHSJ-cuC9VtNXySczARw/o.jpg,1118,Mexican,4.5,34.0210515,-118.2128054,"[""delivery""]",$,3040 E Olympic Blvd,Los Angeles,90023,US,CA,+13235286701,5xFBQiB4Jcy9sI2fUHfcpg
HomeState,https://s3-media3.fl.yelpcdn.com/bphoto/w9UK3IM71W2R3Rqe8kn0sw/o.jpg,1360,Mexican,4.5,34.09979,-118.29021,"[""pickup""]",$$,4624 Hollywood Blvd,Los Angeles,90027,US,CA,+13239061122,ul2dT8QzauKP5Yc-q_DZ_g
La Esquinita Baja Grill,https://s3-media2.fl.yelpcdn.com/bphoto/pKMYpuJj_GTtX0uYBNq9rQ/o.jpg,63,Mexican,5,34.042786,-118.281284,"[""pickup""]",,1205 Venice Blvd,Los Angeles,90006,US,CA,+12133185078,7Qgag1l5SrtvSJTHLBm_AQ
El Granjero Cantina,https://s3-media2.fl.yelpcdn.com/bphoto/SuhKU5yTTjQ8hh-F2-QQSg/o.jpg,134,Mexican,4,34.07184331,-118.3598999,"[""delivery""]",$$,6333 W 3rd St,Los Angeles,90036,US,CA,+13238799324,7RJAk85utbsK5OEvF5YHjQ
Madre Oaxacan Restaurant and Mezcaleria,https://s3-media1.fl.yelpcdn.com/bphoto/ah5yPIchEgAR-cNyJNBVGA/o.jpg,1189,Mexican,4,34.0287002,-118.4114403,"[""pickup""]",$$,10426 National Blvd,Los Angeles,90034,US,CA,+13105594732,MjWMuWJNlxNXr-KmAXL8KQ
Chef Kang Korean Taco,https://s3-media4.fl.yelpcdn.com/bphoto/EAtIiE4ZbdJF4YCof_Bfgw/o.jpg,58,Mexican,4.5,34.06204,-118.3133,"[""pickup""]",,3959 Wilshire Blvd,Los Angeles,90010,US,CA,+12139086092,ho3kMMflXm9q9skQui4ioQ
La Barca Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/yrmn2yCY5fn8WCOGS53slQ/o.jpg,1028,Mexican,4,34.03392016,-118.291485,"[""delivery""]",$$,2414 S Vermont Ave,Los Angeles,90007,US,CA,+13237356567,FBRxoQSWtziiU_A5tscVGA
Sonoritas Prime Tacos,https://s3-media1.fl.yelpcdn.com/bphoto/HMHlncxo9Y9fNSLQx0-qsw/o.jpg,252,Mexican,4,34.04314,-118.26371,"[""delivery""]",$$,1050 S Flower St,Los Angeles,90015,US,CA,+12132751826,Ke3WFbRKFHOW7Ity6vO0jQ
Tacos Tumbras a Tomas,https://s3-media2.fl.yelpcdn.com/bphoto/dov5VBTNvAqvFOf1sRvTWQ/o.jpg,1114,Mexican,4,34.050649,-118.248831,"[""delivery""]",$,317 S Broadway,Los Angeles,90013,US,CA,+12136201071,520Wd4FU_DixBprFQQnnxg
HanShik Express,https://s3-media2.fl.yelpcdn.com/bphoto/VV8xsi6zGHsY5LpCFNb7eQ/o.jpg,193,Mexican,4.5,34.06204,-118.3133,"[""pickup""]",$$,3959 Wilshire Blvd,Los Angeles,90010,US,CA,+12139086092,v93hPyb_VYFHYz7t_jAlhw
La Chuperia,https://s3-media1.fl.yelpcdn.com/bphoto/pxSyLY8s9H0q7QKBQlddHg/o.jpg,393,Mexican,4.5,34.016551,-118.281564,"[""pickup""]",$$,3742 S. Flower St.,Los Angeles,90007,US,CA,+12136772388,lXipm1mnODP19kdviBqn4g
Casita del Campo,https://s3-media4.fl.yelpcdn.com/bphoto/x_aVenS_-B0_eqZ2B7Bl6g/o.jpg,941,Mexican,4,34.09745,-118.27499,"[""pickup""]",$$,1920 Hyperion Ave,Los Angeles,90027,US,CA,+13236624255,RdLz9GVW48pu2XmhrMsLUg
El Cartel,https://s3-media1.fl.yelpcdn.com/bphoto/QFImL7ASAzJKRNgor5-nKA/o.jpg,628,Mexican,4,34.06251215,-118.3488146,"[""pickup""]",$,5515 Wilshire Blvd,Los Angeles,90036,US,CA,+13239311281,Bq6I52mOTyC2iDHU2rh_5w
Tere's Mexican Grill,https://s3-media1.fl.yelpcdn.com/bphoto/NDHlVTF2DdXjCP0Ugfsd6Q/o.jpg,649,Mexican,4,34.08321,-118.3284836,"[""pickup""]",$$,5870 Melrose Ave,Los Angeles,90038,US,CA,+13234689345,azyDb-6veFabKKIfLleiMg
Casa Fina Restaurant & Cantina,https://s3-media4.fl.yelpcdn.com/bphoto/qvsS327Jp2tloVO406IB3A/o.jpg,793,Mexican,4,34.0466,-118.21837,"[""pickup""]",$$,1842 E First St,Los Angeles,90033,US,CA,+13236049592,1pa6C6pBW5MJdZjsAQRa2A
Baekjeong - Los Angeles,https://s3-media3.fl.yelpcdn.com/bphoto/izhJQsGE5LZAHQb-WmNwSA/o.jpg,4935,Korean,4.5,34.06375299,-118.2972829,"[""pickup""]",$$$,3465 W 6th St,Los Angeles,90020,US,CA,+12133849678,qAAoilHU25Qr45FOQlA19g
Hangari Kalguksu,https://s3-media3.fl.yelpcdn.com/bphoto/X_U65O9YnvMyb42h1BZ0JQ/o.jpg,2446,Korean,4.5,34.06286026,-118.2975703,"[""pickup""]",$$,3470 W 6th St,Los Angeles,90020,US,CA,+12133882326,h1R2iKYdm2lwukzMJvJqDw
Genwa Korean BBQ Mid Wilshire,https://s3-media2.fl.yelpcdn.com/bphoto/n6VHst4bi3Mq4ZUU3qfhYg/o.jpg,3073,Korean,4.5,34.06232132,-118.340899,"[""pickup""]",$$$,5115 Wilshire Blvd,Los Angeles,90036,US,CA,+13235490760,KtEMG1Aln3vQzte92QJxlw
Quarters Korean BBQ,https://s3-media2.fl.yelpcdn.com/bphoto/bPhelzReeQoCaL4fdOH9KA/o.jpg,3548,Korean,4,34.06402022,-118.2976871,"[""pickup""]",$$,3465 W 6th St,Los Angeles,90020,US,CA,+12133658111,TsVu9GJQwuFBZVP_sg2k7A
Woo Hyang Woo,https://s3-media1.fl.yelpcdn.com/bphoto/ij2m4yEy87jxfMhBvgDdGg/o.jpg,1011,Korean,4.5,34.063763,-118.296482,,$$$,3429 W 6th St,Los Angeles,90020,US,CA,+12133155080,UaxSpacBpGQrXv9Cytai2A
Concerto,https://s3-media1.fl.yelpcdn.com/bphoto/W0PtAkmnwrk0wf7bcwOoDA/o.jpg,1394,Korean,4,34.063071,-118.306414,"[""pickup""]",$$,610 S Serrano Ave,Los Angeles,90005,US,CA,+12137380909,IMoMSsC3oDqcNZCQXyo8iQ
BCD Tofu House,https://s3-media3.fl.yelpcdn.com/bphoto/nz9rfHrjOIL5dyU8uNPTVQ/o.jpg,4943,Korean,4,34.06208625,-118.3026584,"[""pickup""]",$$,3575 Wilshire Blvd,Los Angeles,90010,US,CA,+12133826677,HTFByVH44biQsc_R8sEOjg
TOKKI - Korean Tapas,https://s3-media4.fl.yelpcdn.com/bphoto/YOfQKjcMGU1iGzNOSIcHNg/o.jpg,441,Korean,4.5,34.06371,-118.29727,,,3465 W 6th St,Los Angeles,90020,US,CA,+18185272213,wvaNbC16NuJIQD0g8WPjRw
Soowon Galbi KBBQ Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/0GkZ8e0y5wAXRlWJJcEYLA/o.jpg,2833,Korean,4.5,34.05644156,-118.2913385,"[""delivery""]",$$,856 S Vermont Ave,Los Angeles,90005,US,CA,+12133659292,9FuxqbYXM0vaPnzrQ7B_qQ
Hae Jang Chon,https://s3-media2.fl.yelpcdn.com/bphoto/UE_ZY3fBqOaun7z-75Drbw/o.jpg,5623,Korean,4,34.06383295,-118.3061257,"[""pickup""]",$$$,3821 W 6th St,Los Angeles,90020,US,CA,+12133898777,JYGPEUZy4k5ObXGIjcD3DA
Hanu Korean BBQ,https://s3-media1.fl.yelpcdn.com/bphoto/ZbZwNv64F8cTAJi6brDrRg/o.jpg,944,Korean,5,34.06386,-118.28675,,,2999 W 6th St,Los Angeles,90020,US,CA,+12137387370,T3cqmVnThp8qA0JV7Z2D4w
Bulgogi Hut,https://s3-media2.fl.yelpcdn.com/bphoto/0RDfmlcAipXgmtwC8DtHQQ/o.jpg,3637,Korean,4.5,34.061564,-118.303271,"[""pickup""]",$$$,3600 Wilshire Blvd,Los Angeles,90010,US,CA,+12133881988,frRPjJ03Ie5h9EPhFhjNIw
Ahgassi Gopchang,https://s3-media3.fl.yelpcdn.com/bphoto/UayThUPLzWBaGtnVB_dXew/o.jpg,2178,Korean,4.5,34.06340679,-118.3038818,"[""delivery""]",$$$,3744 W 6th St,Los Angeles,90005,US,CA,+13239026328,INEbr7OmgiqlMWq5Cta8WA
Majordomo,https://s3-media2.fl.yelpcdn.com/bphoto/EQYwq5LE2h6rWhtoEwiODg/o.jpg,1315,Korean,4,34.0690575,-118.226105,"[""delivery""]",$$$,1725 Naud St,Los Angeles,90012,US,CA,+13235454880,4Zx7Lw4U6F0sXrV4aiIyqQ
Gangnam Station Korean BBQ,https://s3-media3.fl.yelpcdn.com/bphoto/p6ZW1_YhMcNnsRayaI7cGg/o.jpg,1228,Korean,4.5,34.06186,-118.30848,,$$,3785 Wilshire Blvd,Los Angeles,90010,US,CA,+12139086700,Xcl1eK5jHzx6x7wOKRWWDg
Ssam Korean BBQ,https://s3-media2.fl.yelpcdn.com/bphoto/ZZS_l52q5nNrf4f1FDHfiQ/o.jpg,1355,Korean,4.5,34.051323,-118.308791,"[""pickup""]",$$$,1040 S Western Ave,Los Angeles,90006,US,CA,+13237379292,4zy0JiIP9d173nbynUu0OQ
